light_curve_id,kind,zooniverse_id,p_radius
9218,0,APH10011753,0
9219,0,APH10088825,0
9220,0,APH10045857,0
9221,0,APH10057795,0
9223,0,APH10114239,0
9224,0,APH10080300,0
9225,0,APH10097459,0
9226,0,APH10076651,0
9227,0,APH10137413,0
9228,0,APH10041687,0
9229,0,APH10105887,0
9230,0,APH10010884,0
9231,0,APH10142293,0
9232,0,APH10123123,0
9233,0,APH10016399,0
9234,0,APH10081897,0
9235,0,APH10067289,0
9236,0,APH10143720,0
9237,0,APH10067917,0
9238,0,APH10148848,0
9239,0,APH10118693,0
9240,0,APH10055240,0
9241,0,APH10082603,0
9242,0,APH10050187,0
9243,0,APH10041003,0
9244,0,APH10051593,0
9245,0,APH10071828,0
9246,0,APH10062994,0
9247,0,APH10008781,0
9248,0,APH10119651,0
9249,0,APH10114298,0
9250,0,APH10062173,0
9251,0,APH10004024,0
9252,0,APH10118654,0
9253,0,APH10056629,0
9254,0,APH10067812,0
9255,0,APH10030286,0
9256,0,APH10078617,0
9257,0,APH10057016,0
9258,0,APH10002149,0
9259,0,APH10029597,0
9260,0,APH10097011,0
9261,0,APH10149670,0
9263,0,APH10083498,0
9264,0,APH10069073,0
9265,0,APH10125774,0
9266,0,APH10007473,0
9267,0,APH10124406,0
9268,0,APH10057967,0
9269,0,APH10016459,0
9270,0,APH10134982,0
9271,0,APH10083167,0
9272,0,APH10045999,0
9273,0,APH10050020,0
9274,0,APH10141404,0
9275,0,APH10119955,0
9276,0,APH10085707,0
9277,0,APH10013129,0
9278,0,APH10025816,0
9279,0,APH10108990,0
9280,0,APH10008798,0
9281,0,APH10015052,0
9282,0,APH10131012,0
9283,0,APH10088385,0
9284,0,APH10134022,0
9285,0,APH10130825,0
9286,0,APH10143011,0
9288,0,APH10056322,0
9289,0,APH10140511,0
9290,0,APH10080306,0
9291,0,APH10012153,0
9292,0,APH10127733,0
9293,0,APH10146659,0
9294,0,APH10140961,0
9295,0,APH10091871,0
9296,0,APH10104540,0
9297,0,APH10082312,0
9298,0,APH10047634,0
9299,0,APH10032791,0
9300,0,APH10129554,0
9301,0,APH10045223,0
9302,0,APH10025404,0
9303,0,APH10149540,0
9304,0,APH10122455,0
9305,0,APH10074830,0
9306,0,APH10137250,0
9307,0,APH10012362,0
9308,0,APH10023278,0
9309,0,APH10053190,0
9310,0,APH10092488,0
9311,0,APH10034987,0
9312,0,APH10126730,0
9313,0,APH10125578,0
9314,0,APH10020589,0
9315,0,APH10069400,0
9316,0,APH10143766,0
9317,0,APH10108986,0
9318,0,APH10072204,0
9319,0,APH10098600,0
9320,0,APH10006597,0
9321,0,APH10018276,0
9322,0,APH10105909,0
9323,0,APH10053304,0
9324,0,APH10148810,0
9325,0,APH10063501,0
9326,0,APH10109498,0
9327,0,APH10023480,0
9328,0,APH10058374,0
9329,0,APH10038002,0
9330,0,APH10086944,0
9331,0,APH10086838,0
9332,0,APH10043302,0
9333,0,APH10066655,0
9334,0,APH10093611,0
9335,0,APH10050139,0
9336,0,APH10065190,0
9337,0,APH10121323,0
9338,0,APH10129488,0
9339,0,APH10011514,0
9340,0,APH10127104,0
9341,0,APH10126280,0
9342,0,APH10090193,0
9343,0,APH10040474,0
9344,0,APH10103164,0
9345,0,APH10123363,0
9346,0,APH10128072,0
9347,0,APH10134932,0
9348,0,APH10043464,0
9349,0,APH10016331,0
9350,0,APH10081201,0
9351,0,APH10009671,0
9352,0,APH10072020,0
9353,0,APH10105485,0
9354,0,APH10074137,0
9355,0,APH10134970,0
9356,0,APH10047478,0
9357,0,APH10137143,0
9358,0,APH10046825,0
9359,0,APH10039418,0
9360,0,APH10113548,0
9361,0,APH10107878,0
9362,0,APH10090271,0
9363,0,APH10135945,0
9364,0,APH10092875,0
9365,0,APH10112456,0
9366,0,APH10089639,0
9367,0,APH10092245,0
9368,0,APH10009488,0
9369,0,APH10075239,0
9370,0,APH10128005,0
9371,0,APH10010816,0
9372,0,APH10108262,0
9373,0,APH10133130,0
9374,0,APH10108224,0
9375,0,APH10052993,0
9376,0,APH10143295,0
9377,0,APH10056371,0
9378,0,APH10012277,0
9379,0,APH10099029,0
9380,0,APH10102039,0
9381,0,APH10072920,0
9382,0,APH10067186,0
9383,0,APH10096172,0
9384,0,APH10008874,0
9385,0,APH10115592,0
9386,0,APH10122860,0
9387,0,APH10104100,0
9388,0,APH10033679,0
9390,0,APH10062447,0
9391,0,APH10100355,0
9392,0,APH10115217,0
9393,0,APH10123319,0
9394,0,APH10051251,0
9395,0,APH10066600,0
9396,0,APH10131534,0
9397,0,APH10070857,0
9398,0,APH10021632,0
9399,0,APH10130154,0
9400,0,APH10079699,0
9401,0,APH10017353,0
9402,0,APH10035663,0
9403,0,APH10000181,0
9404,0,APH10015550,0
9405,0,APH10051129,0
9406,0,APH10115685,0
9407,0,APH10116713,0
9408,0,APH10109810,0
9409,0,APH10094258,0
9410,0,APH10056211,0
9411,0,APH10058237,0
9412,0,APH10055785,0
9413,0,APH10092581,0
9414,0,APH10139399,0
9415,0,APH10077479,0
9416,0,APH10053578,0
9417,0,APH10070944,0
9418,0,APH10056026,0
9419,0,APH10037027,0
9420,0,APH10123126,0
9421,0,APH10081128,0
9422,0,APH10140241,0
9423,0,APH10137616,0
9424,0,APH10096819,0
9425,0,APH10099877,0
9426,0,APH10066648,0
9427,0,APH10036203,0
9428,0,APH10044713,0
9429,0,APH10097647,0
9430,0,APH10108700,0
9431,0,APH10061943,0
9432,0,APH10091335,0
9433,0,APH10003769,0
9434,0,APH10143020,0
9435,0,APH10024624,0
9436,0,APH10016653,0
9437,0,APH10129042,0
9438,0,APH10075148,0
9439,0,APH10008072,0
9440,0,APH10018073,0
9441,0,APH10026594,0
9442,0,APH10023481,0
9443,0,APH10060005,0
9444,0,APH10148154,0
9445,0,APH10066731,0
9446,0,APH10044800,0
9447,0,APH10145440,0
9448,0,APH10020041,0
9449,0,APH10064646,0
9450,0,APH10003078,0
9451,0,APH10014670,0
9452,0,APH10026393,0
9453,0,APH10142031,0
9454,0,APH10088595,0
9455,0,APH10015194,0
9456,0,APH10119714,0
9457,0,APH10091677,0
9458,0,APH10136256,0
9459,0,APH10017688,0
9460,0,APH10144796,0
9461,0,APH10122716,0
9462,0,APH10028417,0
9463,0,APH10044485,0
9464,0,APH10124274,0
9465,0,APH10080128,0
9466,0,APH10102673,0
9467,0,APH10005092,0
9468,0,APH10059799,0
9469,0,APH10031239,0
9470,0,APH10100680,0
9471,0,APH10040610,0
9472,0,APH10032901,0
9473,0,APH10098569,0
9474,0,APH10013729,0
9475,0,APH10002097,0
9476,0,APH10058588,0
9477,0,APH10003246,0
9478,0,APH10082714,0
9479,0,APH10109237,0
9480,0,APH10015506,0
9481,0,APH10126264,0
9482,0,APH10043712,0
9483,0,APH10065703,0
9484,0,APH10106035,0
9485,0,APH10107131,0
9486,0,APH10000365,0
9487,0,APH10018571,0
9488,0,APH10036762,0
9489,0,APH10016802,0
9490,0,APH10043245,0
9491,0,APH10107402,0
9492,0,APH10100240,0
9493,0,APH10016604,0
9494,0,APH10100341,0
9495,0,APH10141283,0
9496,0,APH10120848,0
9497,0,APH10077079,0
9498,0,APH10107691,0
9499,0,APH10043913,0
9500,0,APH10006957,0
9501,0,APH10144759,0
9502,0,APH10018673,0
9503,0,APH10021512,0
9504,0,APH10046365,0
9505,0,APH10068274,0
9506,0,APH10002453,0
9507,0,APH10103380,0
9508,0,APH10067160,0
9509,0,APH10141044,0
9510,0,APH10019195,0
9511,0,APH10023544,0
9512,0,APH10078797,0
9513,0,APH10147615,0
9514,0,APH10064045,0
9515,0,APH10005713,0
9516,0,APH10076215,0
9517,0,APH10047991,0
9518,0,APH10092555,0
9519,0,APH10130045,0
9520,0,APH10044866,0
9521,0,APH10018596,0
9522,0,APH10124680,0
9523,0,APH10088007,0
9524,0,APH10109999,0
9525,0,APH10127981,0
9526,0,APH10066993,0
9527,0,APH10026266,0
9528,0,APH10108483,0
9529,0,APH10084733,0
9530,0,APH10105657,0
9531,0,APH10035703,0
9532,0,APH10115284,0
9533,0,APH10058778,0
9534,0,APH10035300,0
9535,0,APH10007895,0
9536,0,APH10047444,0
9537,0,APH10050048,0
9538,0,APH10094129,0
9539,0,APH10060198,0
9540,0,APH10081254,0
9541,0,APH10142364,0
9542,0,APH10051435,0
9543,0,APH10138479,0
9544,0,APH10128396,0
9545,0,APH10114833,0
9546,0,APH10037847,0
9547,0,APH10056589,0
9548,0,APH10067352,0
9549,0,APH10090082,0
9550,0,APH10142434,0
9551,0,APH10033672,0
9552,0,APH10053756,0
9553,0,APH10070007,0
9554,0,APH10094618,0
9555,0,APH10065318,0
9556,0,APH10086507,0
9557,0,APH10098094,0
9558,0,APH10062383,0
9559,0,APH10080031,0
9560,0,APH10087828,0
9561,0,APH10017223,0
9562,0,APH10084367,0
9563,0,APH10053311,0
9564,0,APH10018241,0
9565,0,APH10090431,0
9566,0,APH10133067,0
9567,0,APH10053137,0
9568,0,APH10004470,0
9569,0,APH10082308,0
9570,0,APH10132940,0
9571,0,APH10093566,0
9572,0,APH10142874,0
9573,0,APH10118772,0
9574,0,APH10127370,0
9575,0,APH10032509,0
9576,0,APH10075843,0
9577,0,APH10118411,0
9578,0,APH10043268,0
9579,0,APH10071941,0
9580,0,APH10036591,0
9581,0,APH10067981,0
9582,0,APH10002660,0
9583,0,APH10060139,0
9584,0,APH10090348,0
9585,0,APH10056109,0
9586,0,APH10063684,0
9587,0,APH10067551,0
9588,0,APH10100071,0
9589,0,APH10140728,0
9590,0,APH10128453,0
9591,0,APH10067424,0
9592,0,APH10064776,0
9593,0,APH10050947,0
9594,0,APH10121562,0
9595,0,APH10006288,0
9596,0,APH10040805,0
9597,0,APH10018182,0
9598,0,APH10023731,0
9599,0,APH10102296,0
9600,0,APH10144925,0
9601,0,APH10075592,0
9602,0,APH10104036,0
9603,0,APH10021670,0
9604,0,APH10042133,0
9605,0,APH10023784,0
9606,0,APH10127915,0
9607,0,APH10142778,0
9608,0,APH10096111,0
9609,0,APH10108861,0
9610,0,APH10110439,0
9611,0,APH10138183,0
9612,0,APH10031946,0
9613,0,APH10004489,0
9614,0,APH10048137,0
9615,0,APH10020575,0
9616,0,APH10023385,0
9617,0,APH10142914,0
9618,0,APH10082371,0
9619,0,APH10001169,0
9620,0,APH10013717,0
9621,0,APH10048698,0
9622,0,APH10082910,0
9623,0,APH10140454,0
9624,0,APH10094506,0
9625,0,APH10004962,0
9626,0,APH10023336,0
9627,0,APH10048435,0
9628,0,APH10054363,0
9629,0,APH10089711,0
9630,0,APH10072370,0
9631,0,APH10093326,0
9632,0,APH10097454,0
9633,0,APH10002357,0
9634,0,APH10126386,0
9635,0,APH10054433,0
9636,0,APH10074328,0
9637,0,APH10028128,0
9638,0,APH10112328,0
9639,0,APH10025272,0
9640,0,APH10134045,0
9641,0,APH10131453,0
9642,0,APH10068986,0
9643,0,APH10078229,0
9644,0,APH10050580,0
9645,0,APH10009405,0
9646,0,APH10133461,0
9647,0,APH10145706,0
9648,0,APH10058255,0
9649,0,APH10118766,0
9650,0,APH10033797,0
9651,0,APH10119218,0
9652,0,APH10086607,0
9653,0,APH10127667,0
9654,0,APH10073920,0
9655,0,APH10111623,0
9656,0,APH10009941,0
9657,0,APH10077109,0
9658,0,APH10080691,0
9659,0,APH10114216,0
9660,0,APH10015778,0
9661,0,APH10094757,0
9662,0,APH10050285,0
9663,0,APH10052801,0
9664,0,APH10023964,0
9665,0,APH10017309,0
9666,0,APH10049942,0
9667,0,APH10014991,0
9668,0,APH10136215,0
9669,0,APH10103336,0
9670,0,APH10085804,0
9671,0,APH10120772,0
9672,0,APH10009813,0
9673,0,APH10125678,0
9674,0,APH10005927,0
9675,0,APH10077366,0
9676,0,APH10146294,0
9677,0,APH10083711,0
9678,0,APH10014153,0
9679,0,APH10077070,0
9680,0,APH10139876,0
9681,0,APH10145420,0
9682,0,APH10115613,0
9683,0,APH10132513,0
9684,0,APH10113776,0
9685,0,APH10054988,0
9686,0,APH10084359,0
9687,0,APH10104292,0
9688,0,APH10126410,0
9689,0,APH10114761,0
9690,0,APH10029098,0
9691,0,APH10003684,0
9692,0,APH10101804,0
9693,0,APH10112409,0
9694,0,APH10150259,0
9695,0,APH10123901,0
9697,0,APH10037372,0
9698,0,APH10003831,0
9699,0,APH10041799,0
9700,0,APH10012552,0
9701,0,APH10048194,0
9702,0,APH10130806,0
9703,0,APH10053398,0
9704,0,APH10050593,0
9705,0,APH10129124,0
9706,0,APH10038743,0
9707,0,APH10036663,0
9708,0,APH10095232,0
9709,0,APH10069072,0
9710,0,APH10147326,0
9711,0,APH10097185,0
9712,0,APH10113253,0
9713,0,APH10133260,0
9714,0,APH10003046,0
9715,0,APH10129883,0
9716,0,APH10046937,0
9717,0,APH10120686,0
9718,0,APH10096627,0
9719,0,APH10091882,0
9720,0,APH10072677,0
9721,0,APH10094900,0
9722,0,APH10020711,0
9723,0,APH10035833,0
9724,0,APH10015503,0
9727,0,APH10023432,0
9728,0,APH10140526,0
9729,0,APH10058047,0
9731,0,APH10051607,0
9732,0,APH10005505,0
9733,0,APH10149394,0
9734,0,APH10123528,0
9735,0,APH10079238,0
9736,0,APH10067989,0
9737,0,APH10143936,0
9738,0,APH10045791,0
9739,0,APH10117254,0
9740,0,APH10054268,0
9741,0,APH10099838,0
9742,0,APH10004809,0
9743,0,APH10051174,0
9744,0,APH10128109,0
9745,0,APH10001748,0
9746,0,APH10071587,0
9747,0,APH10103274,0
9748,0,APH10105560,0
9749,0,APH10043282,0
9750,0,APH10058951,0
9751,0,APH10125694,0
9752,0,APH10040874,0
9753,0,APH10130153,0
9754,0,APH10137609,0
9755,0,APH10102065,0
9756,0,APH10142132,0
9757,0,APH10103698,0
9758,0,APH10010839,0
9759,0,APH10117944,0
9760,0,APH10096974,0
9761,0,APH10013584,0
9762,0,APH10146958,0
9763,0,APH10084218,0
9764,0,APH10083923,0
9765,0,APH10021523,0
9766,0,APH10016606,0
9767,0,APH10087760,0
9769,0,APH10001345,0
9770,0,APH10138544,0
9771,0,APH10114053,0
9772,0,APH10122931,0
9773,0,APH10133655,0
9774,0,APH10063285,0
9776,0,APH10135061,0
9777,0,APH10044176,0
9778,0,APH10123987,0
9779,0,APH10126333,0
9780,0,APH10126315,0
9781,0,APH10002770,0
9782,0,APH10058664,0
9783,0,APH10070261,0
9784,0,APH10023836,0
9785,0,APH10053234,0
9786,0,APH10014473,0
9787,0,APH10031828,0
9788,0,APH10014878,0
9789,0,APH10078853,0
9790,0,APH10130575,0
9791,0,APH10130195,0
9792,0,APH10035185,0
9793,0,APH10006048,0
9794,0,APH10087228,0
9795,0,APH10031809,0
9796,0,APH10020465,0
9797,0,APH10128182,0
9798,0,APH10115804,0
9799,0,APH10136273,0
9800,0,APH10115766,0
9801,0,APH10086640,0
9802,0,APH10067395,0
9803,0,APH10106575,0
9804,0,APH10013881,0
9805,0,APH10078272,0
9806,0,APH10071404,0
9808,0,APH10138545,0
9809,0,APH10105370,0
9810,0,APH10095051,0
9811,0,APH10076031,0
9812,0,APH10055962,0
9813,0,APH10035702,0
9814,0,APH10035968,0
9815,0,APH10035484,0
9816,0,APH10138003,0
9817,0,APH10072584,0
9818,0,APH10122866,0
9819,0,APH10017461,0
9820,0,APH10133996,0
9821,0,APH10017489,0
9822,0,APH10044274,0
9823,0,APH10021690,0
9824,0,APH10120017,0
9825,0,APH10134655,0
9826,0,APH10023850,0
9827,0,APH10147460,0
9828,0,APH10045515,0
9829,0,APH10100885,0
9830,0,APH10086505,0
9831,0,APH10132906,0
9832,0,APH10142869,0
9833,0,APH10069876,0
9834,0,APH10084868,0
9835,0,APH10009123,0
9836,0,APH10025877,0
9837,0,APH10036911,0
9838,0,APH10102691,0
9839,0,APH10115727,0
9840,0,APH10087151,0
9841,0,APH10129885,0
9842,0,APH10005983,0
9843,0,APH10083148,0
9844,0,APH10053678,0
9845,0,APH10008946,0
9846,0,APH10137356,0
9847,0,APH10053013,0
9848,0,APH10103096,0
9849,0,APH10026644,0
9850,0,APH10100357,0
9851,0,APH10125823,0
9852,0,APH10037597,0
9853,0,APH10069314,0
9854,0,APH10069890,0
9855,0,APH10033076,0
9856,0,APH10030984,0
9857,0,APH10094738,0
9858,0,APH10046356,0
9859,0,APH10066732,0
9860,0,APH10017734,0
9861,0,APH10052818,0
9862,0,APH10132694,0
9863,0,APH10123980,0
9864,0,APH10017547,0
9865,0,APH10111314,0
9866,0,APH10001938,0
9867,0,APH10056409,0
9868,0,APH10115344,0
9869,0,APH10024857,0
9870,0,APH10068690,0
9871,0,APH10126594,0
9872,0,APH10032559,0
9873,0,APH10018394,0
9874,0,APH10118103,0
9875,0,APH10119381,0
9876,0,APH10050976,0
9877,0,APH10029764,0
9878,0,APH10011858,0
9879,0,APH10015754,0
9880,0,APH10065167,0
9881,0,APH10088152,0
9882,0,APH10111514,0
9883,0,APH10048552,0
9884,0,APH10000409,0
9885,0,APH10101391,0
9886,0,APH10066883,0
9887,0,APH10050308,0
9888,0,APH10013201,0
9889,0,APH10112527,0
9890,0,APH10142964,0
9891,0,APH10035197,0
9892,0,APH10098730,0
9893,0,APH10063710,0
9894,0,APH10117204,0
9895,0,APH10047160,0
9896,0,APH10061672,0
9897,0,APH10148822,0
9898,0,APH10032279,0
9899,0,APH10139411,0
9900,0,APH10067949,0
9901,0,APH10119685,0
9902,0,APH10131926,0
9903,0,APH10122191,0
9904,0,APH10099333,0
9905,0,APH10044245,0
9906,0,APH10018045,0
9907,0,APH10128131,0
9908,0,APH10083779,0
9909,0,APH10124200,0
9910,0,APH10008734,0
9911,0,APH10073151,0
9912,0,APH10069325,0
9913,0,APH10045358,0
9914,0,APH10045875,0
9915,0,APH10079058,0
9916,0,APH10105229,0
9917,0,APH10072069,0
9918,0,APH10083328,0
9919,0,APH10019920,0
9920,0,APH10019101,0
9921,0,APH10144755,0
9922,0,APH10005844,0
9923,0,APH10098119,0
9924,0,APH10017780,0
9925,0,APH10117753,0
9926,0,APH10040051,0
9927,0,APH10035558,0
9928,0,APH10030669,0
9929,0,APH10127624,0
9930,0,APH10110427,0
9931,0,APH10042790,0
9932,0,APH10138018,0
9933,0,APH10051334,0
9934,0,APH10144637,0
9935,0,APH10013715,0
9936,0,APH10040094,0
9937,0,APH10020633,0
9938,0,APH10075017,0
9939,0,APH10051965,0
9940,0,APH10075060,0
9941,0,APH10030961,0
9942,0,APH10084380,0
9943,0,APH10039551,0
9944,0,APH10004800,0
9945,0,APH10031574,0
9946,0,APH10144376,0
9947,0,APH10110223,0
9948,0,APH10122750,0
9949,0,APH10097114,0
9950,0,APH10073097,0
9951,0,APH10040684,0
9952,0,APH10112871,0
9953,0,APH10050902,0
9954,0,APH10064836,0
9955,0,APH10036659,0
9956,0,APH10137324,0
9957,0,APH10046400,0
9958,0,APH10005526,0
9959,0,APH10052044,0
9960,0,APH10053803,0
9961,0,APH10043337,0
9962,0,APH10010814,0
9963,0,APH10122117,0
9964,0,APH10016466,0
9965,0,APH10078824,0
9966,0,APH10149334,0
9967,0,APH10020802,0
9968,0,APH10093273,0
9969,0,APH10125154,0
9970,0,APH10149061,0
9971,0,APH10025941,0
9972,0,APH10119525,0
9973,0,APH10092013,0
9974,0,APH10058077,0
9975,0,APH10039593,0
9976,0,APH10022557,0
9977,0,APH10003808,0
9978,0,APH10055827,0
9979,0,APH10134798,0
9980,0,APH10142419,0
9981,0,APH10029968,0
9982,0,APH10051221,0
9983,0,APH10110635,0
9984,0,APH10074796,0
9985,0,APH10077623,0
9986,0,APH10095229,0
9987,0,APH10105500,0
9988,0,APH10134619,0
9989,0,APH10069987,0
9990,0,APH10078949,0
9991,0,APH10085881,0
9992,0,APH10047063,0
9993,0,APH10146881,0
9994,0,APH10126937,0
9995,0,APH10129248,0
9996,0,APH10022029,0
9997,0,APH10087515,0
9998,0,APH10028879,0
9999,0,APH10121259,0
10000,0,APH10038186,0
10001,0,APH10002726,0
10002,0,APH10082934,0
10003,0,APH10007424,0
10004,0,APH10108025,0
10005,0,APH10076323,0
10006,0,APH10076023,0
10007,0,APH10147612,0
10008,0,APH10052491,0
10009,0,APH10075801,0
10010,0,APH10016628,0
10011,0,APH10072038,0
10012,0,APH10040698,0
10013,0,APH10075456,0
10014,0,APH10137495,0
10015,0,APH10115033,0
10016,0,APH10022969,0
10017,0,APH10015230,0
10018,0,APH10075348,0
10019,0,APH10141914,0
10020,0,APH10066759,0
10021,0,APH10125156,0
10022,0,APH10027430,0
10023,0,APH10058200,0
10024,0,APH10139657,0
10025,0,APH10073256,0
10026,0,APH10060997,0
10027,0,APH10035380,0
10028,0,APH10026687,0
10029,0,APH10141202,0
10030,0,APH10105037,0
10031,0,APH10000091,0
10032,0,APH10037826,0
10033,0,APH10071569,0
10034,0,APH10074607,0
10035,0,APH10091995,0
10036,0,APH10077737,0
10037,0,APH10121168,0
10038,0,APH10115114,0
10039,0,APH10007838,0
10040,0,APH10083829,0
10041,0,APH10109560,0
10042,0,APH10131436,0
10043,0,APH10047082,0
10044,0,APH10146051,0
10045,0,APH10045477,0
10046,0,APH10114100,0
10047,0,APH10068801,0
10048,0,APH10033539,0
10049,0,APH10119224,0
10050,0,APH10044745,0
10051,0,APH10064234,0
10052,0,APH10021197,0
10053,0,APH10040275,0
10054,0,APH10128725,0
10055,0,APH10018592,0
10056,0,APH10080206,0
10057,0,APH10148883,0
10058,0,APH10031612,0
10059,0,APH10015328,0
10060,0,APH10062765,0
10061,0,APH10052804,0
10062,0,APH10079431,0
10063,0,APH10093448,0
10064,0,APH10130329,0
10065,0,APH10085822,0
10066,0,APH10046508,0
10067,0,APH10116669,0
10068,0,APH10095060,0
10069,0,APH10054586,0
10070,0,APH10146761,0
10071,0,APH10043143,0
10072,0,APH10024887,0
10073,0,APH10088113,0
10074,0,APH10148156,0
10075,0,APH10136214,0
10076,0,APH10073056,0
10077,0,APH10147418,0
10078,0,APH10025023,0
10079,0,APH10026238,0
10080,0,APH10103322,0
10081,0,APH10098501,0
10082,0,APH10098962,0
10083,0,APH10101523,0
10084,0,APH10100080,0
10085,0,APH10038447,0
10086,0,APH10107037,0
10087,0,APH10058836,0
10088,0,APH10042474,0
10089,0,APH10143030,0
10090,0,APH10080983,0
10091,0,APH10042888,0
10092,0,APH10030963,0
10093,0,APH10021566,0
10094,0,APH10126698,0
10095,0,APH10076575,0
10096,0,APH10081550,0
10097,0,APH10003021,0
10098,0,APH10075229,0
10099,0,APH10148506,0
10100,0,APH10125387,0
10102,0,APH10079942,0
10103,0,APH10111081,0
10104,0,APH10005365,0
10105,0,APH10008705,0
10106,0,APH10080829,0
10107,0,APH10004367,0
10108,0,APH10030579,0
10109,0,APH10036587,0
10110,0,APH10059690,0
10111,0,APH10015392,0
10112,0,APH10090273,0
10113,0,APH10136756,0
10114,0,APH10084463,0
10115,0,APH10146364,0
10116,0,APH10119549,0
10117,0,APH10013005,0
10118,0,APH10135817,0
10119,0,APH10101611,0
10120,0,APH10069472,0
10121,0,APH10131265,0
10122,0,APH10000908,0
10123,0,APH10086866,0
10124,0,APH10036752,0
10125,0,APH10097723,0
10126,0,APH10020709,0
10127,0,APH10050023,0
10128,0,APH10133385,0
10129,0,APH10034588,0
10130,0,APH10136259,0
10131,0,APH10113467,0
10132,0,APH10048291,0
10133,0,APH10082690,0
10134,0,APH10064331,0
10135,0,APH10139731,0
10136,0,APH10086891,0
10137,0,APH10076666,0
10138,0,APH10114313,0
10139,0,APH10014852,0
10140,0,APH10107631,0
10141,0,APH10081155,0
10142,0,APH10053353,0
10143,0,APH10111337,0
10144,0,APH10100558,0
10145,0,APH10084970,0
10146,0,APH10137940,0
10147,0,APH10102628,0
10148,0,APH10019641,0
10149,0,APH10062638,0
10150,0,APH10116457,0
10151,0,APH10148020,0
10152,0,APH10034764,0
10153,0,APH10100363,0
10154,0,APH10085177,0
10155,0,APH10123541,0
10156,0,APH10030861,0
10157,0,APH10128611,0
10158,0,APH10012448,0
10159,0,APH10140484,0
10160,0,APH10026993,0
10161,0,APH10068776,0
10162,0,APH10143112,0
10163,0,APH10073770,0
10164,0,APH10066282,0
10165,0,APH10000087,0
10166,0,APH10025851,0
10167,0,APH10092778,0
10168,0,APH10116454,0
10169,0,APH10040447,0
10170,0,APH10013244,0
10171,0,APH10135071,0
10172,0,APH10081137,0
10173,0,APH10144537,0
10174,0,APH10077966,0
10175,0,APH10069729,0
10176,0,APH10004424,0
10177,0,APH10008077,0
10178,0,APH10111349,0
10179,0,APH10022820,0
10180,0,APH10023937,0
10181,0,APH10047949,0
10182,0,APH10006352,0
10183,0,APH10071849,0
10184,0,APH10061575,0
10185,0,APH10127816,0
10186,0,APH10061116,0
10187,0,APH10007049,0
10188,0,APH10018502,0
10189,0,APH10097838,0
10190,0,APH10038060,0
10191,0,APH10111678,0
10192,0,APH10134726,0
10193,0,APH10131128,0
10194,0,APH10050070,0
10195,0,APH10143152,0
10196,0,APH10082284,0
10197,0,APH10114206,0
10198,0,APH10017311,0
10199,0,APH10059092,0
10200,0,APH10094106,0
10201,0,APH10046984,0
10202,0,APH10044018,0
10203,0,APH10010131,0
10204,0,APH10021469,0
10205,0,APH10059792,0
10206,0,APH10091074,0
10207,0,APH10069492,0
10208,0,APH10131721,0
10209,0,APH10035505,0
10210,0,APH10071199,0
10211,0,APH10102314,0
10212,0,APH10040998,0
10213,0,APH10060809,0
10215,0,APH10069164,0
10216,0,APH10120947,0
10217,0,APH10059245,0
10218,0,APH10137052,0
10219,0,APH10134025,0
10220,0,APH10066308,0
10221,0,APH10030016,0
10222,0,APH10117821,0
10223,0,APH10048554,0
10224,0,APH10051679,0
10225,0,APH10139647,0
10226,0,APH10014721,0
10227,0,APH10024537,0
10228,0,APH10081681,0
10229,0,APH10061010,0
10230,0,APH10146491,0
10231,0,APH10115726,0
10232,0,APH10025412,0
10233,0,APH10039995,0
10234,0,APH10101978,0
10235,0,APH10104183,0
10236,0,APH10064976,0
10237,0,APH10048903,0
10239,0,APH10029374,0
10240,0,APH10025533,0
10241,0,APH10052573,0
10242,0,APH10104953,0
10243,0,APH10126044,0
10244,0,APH10038870,0
10245,0,APH10007114,0
10246,0,APH10038065,0
10247,0,APH10050653,0
10248,0,APH10125194,0
10249,0,APH10108892,0
10250,0,APH10037461,0
10251,0,APH10106431,0
10252,0,APH10101395,0
10253,0,APH10018638,0
10254,0,APH10020287,0
10255,0,APH10081404,0
10256,0,APH10053693,0
10257,0,APH10094313,0
10258,0,APH10032486,0
10259,0,APH10054431,0
10260,0,APH10099341,0
10261,0,APH10016415,0
10262,0,APH10000844,0
10263,0,APH10013503,0
10264,0,APH10078467,0
10265,0,APH10087887,0
10266,0,APH10138412,0
10267,0,APH10084886,0
10268,0,APH10138575,0
10269,0,APH10049887,0
10270,0,APH10103753,0
10271,0,APH10134720,0
10272,0,APH10120164,0
10273,0,APH10020105,0
10274,0,APH10010056,0
10275,0,APH10127511,0
10276,0,APH10120011,0
10278,0,APH10011057,0
10279,0,APH10021972,0
10280,0,APH10072001,0
10281,0,APH10098883,0
10282,0,APH10035625,0
10283,0,APH10023936,0
10284,0,APH10006677,0
10285,0,APH10005902,0
10286,0,APH10046498,0
10287,0,APH10088192,0
10288,0,APH10090919,0
10289,0,APH10010077,0
10290,0,APH10053647,0
10291,0,APH10059600,0
10292,0,APH10146784,0
10293,0,APH10000608,0
10294,0,APH10055788,0
10295,0,APH10034710,0
10296,0,APH10047989,0
10297,0,APH10002142,0
10298,0,APH10094378,0
10299,0,APH10037038,0
10300,0,APH10007233,0
10301,0,APH10017444,0
10302,0,APH10023042,0
10303,0,APH10117699,0
10304,0,APH10120039,0
10305,0,APH10068441,0
10306,0,APH10083681,0
10307,0,APH10138433,0
